"","Date","Distance_to_Bull_1","Distance_to_Bull_2","Distance_to_Bull_3","Distance_to_Bull_4","Distance_to_Bull_5","Distance_to_Bull_6","Distance_to_Bull_7","Distance_to_Bull_8","Distance_to_Bull_9","Distance_to_Bull_10","Distance_to_Bull_12","Distance_to_Bull_13","Distance_to_Bull_14","Distance_to_Bull_15","Distance_to_Zambezi_River","Distance_to_Victoria_Falls","Circle"
"37",2019-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",2019-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",2019-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",2019-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",2019-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",2019-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",2019-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",2019-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",2019-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",2019-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",2019-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",2019-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",2019-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",2019-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",2019-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",2019-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",2019-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",2019-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",2019-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",2019-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",2019-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",2019-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",2019-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",2019-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",2019-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",2019-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",2019-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",2019-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",2019-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",2019-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",2019-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",2019-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",2019-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",2019-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",2019-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",2019-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",2019-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",2019-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",2019-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",2019-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",2019-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",2019-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",2019-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",2019-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",2019-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",2019-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",2019-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",2019-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",2019-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",2019-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",2019-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",2019-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",2019-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",2019-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",2019-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",2019-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",2019-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",2019-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",2019-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",2019-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",2019-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",2019-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",2019-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",2019-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",2019-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2019-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",2019-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",2019-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",2019-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",2019-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",2019-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",2019-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",2019-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",2019-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",2019-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",2019-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",2019-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",2019-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",2019-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",2019-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",2019-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",2019-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",2019-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",2019-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",2019-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",2019-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",2019-10-01,48.8331408698483,4.64607971497825,26.7380759565994,2.82128657423593,18.4941045686884,1.77937875725162,0,2.88690250909304,46.4780099241218,64.102262361959,11.5350866378599,8.2721951018631,NA,NA,0.246372095232127,4.01107551155587,3
"125",2019-10-02,57.6746659927401,5.7488038458089,26.9602483560178,3.55482828262318,17.8927460663461,0.458514838531502,0,3.4870492630055,47.3908742211898,62.873714678963,11.5464525897625,7.89321634550081,NA,NA,0.588183993224907,4.42277606734192,3
"126",2019-10-03,58.2402992206909,5.83915678908193,25.5045674210566,2.03119699440015,19.0832506488243,0.238188029159829,0,3.30693114268968,51.8204431204789,58.2142166520003,9.24445913174666,6.37968479123842,NA,NA,0.711831841441649,4.51743088358652,3
"127",2019-10-04,59.9671052689596,4.9379223369948,24.4099632017259,1.233455654119,19.175014665924,0.349299619348616,0,1.59380629172175,50.7987577269576,57.6278023040327,7.21009183800431,2.77742388600367,NA,NA,0.29593505283814,4.16310921368272,3
"128",2019-10-05,59.7280814655936,4.45399172450758,24.1611738000299,2.24263498513433,20.1273287324257,2.182485992918,0,2.56962769347499,52.4561145802297,60.3371777079098,7.44192245237276,2.80056417351994,NA,NA,0.26556525344067,3.87086418840873,3
"129",2019-10-06,61.048758337917,3.80896848883215,25.0772253690372,1.25508360813852,20.044873885166,0.56487292824911,0,1.96425875769978,51.2508519510027,62.4217828004078,7.71937951241325,4.67518541507513,NA,NA,0.925398157660849,4.78362343570372,3
"130",2019-10-07,58.2039885242842,3.03335723002689,24.8654466370904,1.53318447988654,18.9936308734426,1.36054602492595,0,4.41824390898668,52.2853636137509,54.9838495184387,9.65763712450417,5.37384389276216,NA,NA,0.475889772516536,4.33118509633051,3
"131",2019-10-08,58.6623461300924,3.18390630445315,26.2690045262506,0.761987614058055,15.6513683014642,0.747968889780965,0,3.18732950120673,53.4598418640206,51.3607671845511,10.7495495060932,3.60247175806433,NA,NA,0.240777926523131,4.13079278942309,3
"132",2019-10-09,57.7127765673491,3.88703868295044,24.7636115750572,0.954129891494141,14.5829142503012,3.12112383050236,0,2.74345390166419,53.0323075522959,51.3697436420161,10.9022108634811,8.42803243497238,NA,NA,0.417973502066268,4.282812391444,3
"133",2019-10-10,55.3651949679713,2.88846537476229,24.341820176554,0.850562621584751,16.7526965043884,2.04298374188077,0,1.71923104419317,50.2498128339479,62.1389042926776,11.0820189359885,12.3932700527214,NA,NA,0.167570250126483,3.96049224392936,3
"134",2019-10-11,57.8250901665141,3.64796071202812,24.2239193359209,1.42122809136374,19.4922161717861,1.81147362058882,0,1.5278332465765,50.266894641022,63.6850887553221,11.5645299140953,17.8575724587185,NA,NA,0.246147825558771,3.61952706308735,3
"135",2019-10-12,57.6577933130153,2.69420614214281,24.8648706256869,1.7344436321305,21.1222533204216,4.16255744467622,0,6.08584759486122,52.1696678018789,61.4361216969322,11.4736887045059,22.5495947047993,NA,NA,0.161287359945066,3.91072248421085,3
"136",2019-10-13,58.3494290558955,3.18163155003679,25.1097927249437,2.25122477146769,22.4509076211617,3.14345798963312,0,4.25047614709355,51.9943074858086,62.1455747755323,11.2348617810992,25.2255120106384,NA,NA,0.211967991567737,4.00994419562286,3
"137",2019-10-14,57.6436474527122,2.56254178962962,26.3516259113286,2.73748070082603,18.3825160166819,0.579693372645333,0,2.87367419459089,52.8526158058298,62.2547478661741,10.9500467055169,16.6609137917579,NA,NA,0.286256576053706,4.00745088793706,3
"138",2019-10-15,58.4239241502562,3.89651684427354,24.5814861870808,2.96380489636956,16.3999454269392,6.64279189838876,0,5.66140037408748,54.6397451388982,63.253752115842,10.1067235753609,7.824851794013,NA,NA,0.544374683078465,4.3949854399195,3
"139",2019-10-16,58.3144880091798,3.59483837888876,23.8240468840918,1.21334779856792,15.7439689758618,0.655190847976119,0,3.00390105882062,53.8100244914258,62.9155906984402,8.27004173646906,7.58410444551684,NA,NA,0.25376879988599,4.07884102849145,3
"140",2019-10-17,57.3967395428207,3.91244634225028,26.8175920409876,1.32101029305263,18.5999801886078,0.756940736711426,0,1.10344584760879,56.2801471077663,63.2413199363792,8.49002184621531,7.73995627033029,NA,NA,0.633639808323921,4.48073975114251,3
"141",2019-10-18,58.1540489578717,3.51774574719264,25.1531960057614,2.3622342836014,16.180092923507,0.522346396326641,0,1.34636602346838,55.048273564709,61.0575803843871,10.198538470948,8.60442464161938,NA,NA,1.21135225654426,4.65575873814474,3
"142",2019-10-19,60.4780108134447,5.14707980478729,20.7219270273858,1.43975113591101,11.8444160266882,1.11253209122806,0,0.704666106453294,53.8657129695934,58.5666171695995,10.784647885701,7.8444027300318,NA,NA,0.420075398884689,4.29360495459185,3
"143",2019-10-20,59.5325609269161,4.33720168173013,20.7503581657598,4.02717184791039,13.0509356183377,0.339535835180759,0,2.59943143414684,53.2837447106759,58.2351493884404,11.3291040021002,8.25596694583004,NA,NA,0.633482441348622,4.5186898889153,3
"144",2019-10-21,58.1792706171053,3.02456737829839,19.1112807222511,1.74964326004762,14.4110758603466,0.994571660157061,0,1.67534659039801,54.0853481059273,60.7110512283587,11.6053329079208,5.06598883383662,NA,NA,0.653820666225364,3.66205798569401,3
"145",2019-10-22,60.8681761688163,3.75033996627367,20.7811001738378,0.47874871173848,15.2117364314268,0.314844277163641,0,2.65508884741759,53.4300094616493,62.78178999175,8.54144111790018,3.3159330858046,NA,NA,0.333181834457445,4.17792582486543,3
"146",2019-10-23,60.9256467993362,3.03500397181887,20.2692107110156,0.710060532206588,13.6342852880016,1.10788426005383,0,2.35426270096722,52.7603353349492,62.5662227752274,3.91966754928742,4.17826674784458,NA,NA,0.237335715303721,4.04296955893788,3
"147",2019-10-24,60.1851685016548,4.21673419406255,20.500633778849,0.823200955858553,11.9334120556963,0.297753929642283,0,0.393391308043026,54.3724271415288,62.3818306106778,7.89312541210245,8.08228853499992,NA,NA,0.358472106688948,4.24712330406945,3
"148",2019-10-25,60.4467260969595,2.1285700042234,23.5402702090021,0.707321533524703,13.7114883689721,0.539604738738597,0,1.12092098004548,53.7170359174941,60.5528663743161,9.8549562339472,9.2187765990732,NA,NA,0.230344383501968,4.11983293085542,3
"149",2019-10-26,59.8905052767236,1.70562117524821,26.656560841658,1.08420343580377,15.641922082419,0.0131663501876526,0,1.33949711066458,52.4773362462087,62.3689626422586,10.1832731724292,12.4697086644959,NA,NA,0.634197987078533,4.29762017610262,3
"150",2019-10-27,59.5369014261714,1.64732444341602,23.3589339933999,1.25100498677524,19.0227549587396,0.258329654345831,0,1.16674301010366,52.7371052510774,62.183002372186,8.09942215497895,12.1007742055245,NA,NA,0.258766558109865,3.9934290695074,3
"151",2019-10-28,60.5469798229216,2.1644694106282,18.9681610238874,0.585626267720538,22.6424083289983,0.273420094735862,0,3.96477825474054,54.9492363066641,63.6914952400964,8.83559938230308,12.4030903915253,NA,NA,0.295144373075026,4.03542596980866,3
"152",2019-10-29,60.6809298088515,1.26685931977895,20.449383694021,0.798797361376244,26.7265520072303,0.551816291259386,0,5.07832335671495,52.7625401016861,62.1464561909802,9.1105149641019,11.2527907200191,NA,NA,0.0434654272559807,3.85384749039753,3
"153",2019-10-30,60.8807366637498,1.06799972548497,19.8287699056425,3.95396976503693,26.1389586658529,0.861450301681872,0,0.667789341000191,51.4584517296184,62.424872194328,11.6579021070627,10.7782716409611,NA,NA,0.437920813918831,4.29347415230543,3
"154",2019-10-31,60.510578622186,0.937468888351638,22.5061691603478,5.89043840760744,25.0094211417248,0.105590961401967,0,1.02201973568969,51.398320060834,65.5637741526925,15.3147970472663,11.1354111350051,NA,NA,0.169042003243265,4.04791429814601,3
"155",2019-11-01,59.9081325140546,1.79050641054961,21.0053516464575,9.86837036268846,24.5730164036071,0.157216418525652,0,0.668311560588582,52.4812263386745,69.1691093230229,18.4198021850477,9.48856927162579,9.71231901764323,NA,0.216652859953771,3.92081691424162,3
"156",2019-11-02,60.222436302311,0.93256818591208,23.0145288708117,7.91803653540375,24.3924675919451,0.670459324414574,0,4.04887768595699,54.7567879738257,65.7214021820284,22.3351585425678,7.43465778155296,9.93882786272603,NA,0.121392673370712,3.89238830251001,3
"157",2019-11-03,60.3055966600115,3.0596030619672,26.202265374363,11.7474811826942,26.1102039077067,1.32510549412958,0,8.48120083144942,52.1573961182637,61.577497635491,20.970036565514,6.19296946622625,8.99909906820346,NA,0.677683390809738,2.38655212587458,2
"158",2019-11-04,61.1624011528485,4.51159323867485,29.5102416249679,14.5780931824995,23.6542066613807,2.08762236708966,0,9.03216517320047,50.243957506536,63.1996307826238,21.0026307623818,4.21559701882209,NA,NA,0.478468837888078,2.19130476937767,2
"159",2019-11-05,61.8095840665647,7.55954047692383,41.1052104487015,14.5232239513997,22.5209898136205,0.591384080628203,0,1.88964915148385,52.2145514716418,63.4366493238656,21.7956770247869,3.77113373254582,10.1229650770566,NA,0.258056748805374,4.08031248974863,3
"160",2019-11-06,62.1527544448795,3.96278794160451,41.8490720384205,15.620007030472,21.6051931493947,0.922626871457789,0,3.45958566717086,51.2099100621518,61.7694487959282,20.648443264729,7.85575151999658,10.6137245128456,NA,0.599233014296417,4.25258479960195,3
"161",2019-11-07,60.900371166526,1.05336601331514,45.7340143483316,9.90081012713592,25.7564768616276,0.169499858991017,0,0.184491737641083,51.0345524285758,61.6178486097679,18.8557474253471,8.30334094560815,10.4133654726573,NA,0.538556946017033,4.33673536686704,3
"162",2019-11-08,58.2241116113459,2.06380294855848,50.7245167077132,1.42288071825391,25.8083353125244,1.19732336027231,0,0.569328473626356,48.7177439083916,64.0456207679865,16.8499611104157,7.00621205974304,5.45974262839023,NA,0.535090797582821,4.18478402644598,3
"163",2019-11-09,57.2392615127896,0.850273684260742,50.3216380959381,0.283317870184364,26.2928667528627,5.41841522022291,0,0.970619293506925,50.4619567018936,60.4289826859815,18.9079193453708,7.06823617450315,2.5839738384792,NA,0.418411932598474,4.30706197672323,3
"164",2019-11-10,58.8320029005547,1.49416140718352,51.1817001834279,0.690761416577568,23.3978377170536,4.29842646966785,0,0.730698350771663,51.0100815795949,56.4189163107495,23.7107169602486,9.93661731108625,2.72337305953091,NA,0.559583217254486,4.31686466264248,3
"165",2019-11-11,55.579137391661,5.54254429021978,49.9805222631963,1.01880173667444,27.4170748609947,3.16771769947847,0,0.597502951295547,50.6330480328274,53.8582597677922,28.7112751048723,10.4189704384989,2.20288624188576,NA,0.123829309133717,4.01338833749195,3
"166",2019-11-12,53.7367544415937,9.80206847178965,49.7840179674455,0.461115781223878,28.2666628306224,0.246198652812514,0,0.0848614339552239,50.8641849135189,51.5675224813009,29.5781521929908,3.92171814431429,3.85290691314941,NA,0.280036139166878,4.0119855106926,3
"167",2019-11-13,50.5017493221173,7.96232176295344,44.5915625877474,5.5663886657239,31.5163576374657,0.676612326351729,0,0.603456762797317,51.6019910248244,51.8390908681489,31.3540095660516,4.13678266112534,4.53037826739248,NA,0.471114413798429,4.34482248445142,3
"168",2019-11-14,51.5334554636217,6.62219688698026,44.8262801510896,1.32555140685196,36.3608651275646,1.08339082299073,0,0.966678053928661,51.8406676865294,49.8252020011644,32.3537957022091,4.19842992875352,2.80752123536998,NA,0.367039665172476,4.14487775710188,3
"169",2019-11-15,51.5446880794402,11.2477269816211,43.3508614624056,9.14516408684924,37.4848368181711,1.1301755705744,0,9.75580077416666,52.7567741089049,53.5034490020556,40.5903467880154,3.16478111736838,3.72474215377462,NA,1.5275608443379,4.03548152619945,3
"170",2019-11-16,46.7818168503606,10.8970393390562,39.0151039764766,8.98079981329608,45.1921783179224,0.491570279543149,0,14.6239460668596,53.8021995137411,56.3925752454557,42.0141624474959,6.32631403830337,5.04313092546418,NA,3.47745783669728,6.00337116600525,4
"171",2019-11-17,50.4808354250014,10.7119489718381,26.1380314151103,10.7385517797272,37.3316551902404,1.15655177727854,0,11.9901168426801,44.3139919644852,45.734925868315,29.9018513577206,4.64266962746301,6.50516028094491,NA,4.35225848828669,2.03500443254506,2
